epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	8.913817	0.469360	0.277172	0.972500	0.723583	0.081911	0.083853
1	8.967723	0.428371	0.268755	0.963000	0.741481	0.091999	0.075592
2	8.999596	0.412526	0.263592	0.963500	0.758555	0.089709	0.082397
3	8.953232	0.535467	0.258545	0.966500	0.770471	0.080712	0.105431
4	8.957054	0.414589	0.256611	0.965000	0.785963	0.082848	0.076077
5	8.921915	0.313522	0.250427	0.963000	0.797189	0.081569	0.066102
6	8.971633	0.392231	0.250792	0.962000	0.809319	0.082788	0.087844
7	8.935740	0.445761	0.248528	0.965000	0.818315	0.077124	0.089229
8	8.907809	0.322201	0.249774	0.965500	0.824654	0.074700	0.063763
9	8.954502	0.354254	0.251559	0.966000	0.828718	0.072285	0.078187
10	8.954057	0.492221	0.250379	0.960000	0.831946	0.080714	0.110958
11	8.994678	0.351630	0.247461	0.962500	0.835485	0.075275	0.075659
12	8.954406	0.398360	0.248338	0.955500	0.833614	0.083245	0.087333
13	8.990848	0.374900	0.247007	0.956500	0.836462	0.082347	0.081912
14	8.982883	0.392802	0.244493	0.958500	0.838844	0.079164	0.080963
15	8.940970	0.325154	0.245436	0.964000	0.840258	0.070163	0.075993
16	8.975451	0.298922	0.242906	0.962000	0.835731	0.067060	0.066921
17	8.980875	0.335113	0.245226	0.961500	0.838970	0.070646	0.083362
18	9.019109	0.365265	0.248491	0.958500	0.840190	0.077593	0.091363
19	9.026821	0.266391	0.247236	0.968500	0.838658	0.059450	0.056359
20	8.986039	0.277197	0.249896	0.960000	0.835024	0.070686	0.073026
21	9.017046	0.338364	0.248204	0.954500	0.838090	0.082759	0.072528
22	9.016186	0.216743	0.243066	0.962500	0.838069	0.067670	0.050473
23	9.041856	0.255297	0.245580	0.959500	0.837206	0.071456	0.053921
24	9.006913	0.259618	0.246278	0.958000	0.838051	0.074561	0.071716
25	9.012960	0.251220	0.247263	0.968000	0.837258	0.057647	0.058343
26	9.044528	0.219643	0.245490	0.959000	0.837587	0.072466	0.053800
27	9.058312	0.195806	0.245583	0.962500	0.837250	0.066338	0.049454
28	9.038713	0.359194	0.248776	0.956000	0.836953	0.077766	0.092306
29	9.041387	0.402255	0.246170	0.966500	0.835450	0.058331	0.083401
30	9.010039	0.261707	0.246415	0.959500	0.836103	0.070591	0.065952
31	9.067840	0.245306	0.250944	0.959500	0.835335	0.071217	0.065828
32	9.062888	0.317732	0.251064	0.959500	0.835016	0.071847	0.074081
33	9.068692	0.252835	0.249720	0.953000	0.832954	0.080924	0.065322
34	9.036245	0.199529	0.250736	0.958000	0.829552	0.069075	0.048024
35	9.076170	0.252818	0.253668	0.948500	0.831632	0.087915	0.065045
36	9.077085	0.381615	0.259035	0.959000	0.827623	0.068610	0.094905
37	9.109868	0.253671	0.259481	0.958500	0.828696	0.071725	0.064544
38	9.090722	0.242052	0.263160	0.952500	0.824575	0.079853	0.060144
39	9.096537	0.312674	0.265420	0.953000	0.823602	0.079479	0.077048
40	9.135175	0.273321	0.262627	0.947500	0.822480	0.088463	0.068234
41	9.139008	0.448065	0.269468	0.943500	0.820158	0.094662	0.102256
42	9.122734	0.376420	0.270643	0.951500	0.819202	0.081408	0.093423
43	9.068144	0.444095	0.271014	0.946500	0.817618	0.089346	0.105958
44	9.130809	0.403818	0.270613	0.954500	0.817545	0.077146	0.093139
45	9.156546	0.292720	0.275148	0.938500	0.815625	0.102677	0.080254
46	9.115817	0.366454	0.275018	0.947000	0.814134	0.088906	0.101232
47	9.138824	0.377118	0.277291	0.944500	0.813033	0.092652	0.109291
48	9.172231	0.492293	0.280585	0.941500	0.806390	0.093182	0.130231
49	9.214049	0.345916	0.282545	0.933000	0.807312	0.109159	0.104673
