epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	8.966637	0.317125	0.257801	0.954000	0.761427	0.069367	0.073950
1	8.975825	0.314325	0.252567	0.949000	0.765722	0.064001	0.070303
2	8.979991	0.205908	0.249838	0.960500	0.776271	0.054799	0.047597
3	8.985650	0.449861	0.245563	0.956500	0.787262	0.061731	0.092778
4	9.002945	0.290999	0.242900	0.961000	0.796227	0.051843	0.065797
5	8.973943	0.295960	0.241938	0.957000	0.805301	0.060769	0.067653
6	8.974697	0.383740	0.239358	0.961000	0.816462	0.057136	0.081583
7	8.990739	0.226067	0.241269	0.957500	0.820064	0.063752	0.054661
8	8.978122	0.252416	0.238250	0.955000	0.816336	0.061452	0.052666
9	9.001358	0.275172	0.237721	0.962000	0.825086	0.049658	0.061035
10	8.979242	0.285691	0.238121	0.962000	0.829785	0.056730	0.064331
11	9.048685	0.303008	0.237933	0.954500	0.829437	0.071167	0.066461
12	8.996156	0.329399	0.236237	0.956000	0.827392	0.061678	0.077810
13	8.995416	0.362245	0.236444	0.964500	0.835268	0.052618	0.081853
14	8.985500	0.322813	0.237657	0.965500	0.835252	0.053931	0.073864
15	8.988422	0.343192	0.236639	0.957000	0.830566	0.053987	0.084121
16	9.024303	0.270243	0.235860	0.968500	0.839548	0.052296	0.060975
17	9.034391	0.336788	0.236829	0.965000	0.835682	0.050657	0.081414
18	8.972847	0.236639	0.236145	0.955000	0.831094	0.063559	0.054809
19	9.048563	0.246028	0.236398	0.965500	0.840741	0.054351	0.059936
20	9.004708	0.164068	0.235400	0.955000	0.831648	0.058920	0.041298
21	9.009695	0.283552	0.234402	0.957000	0.839525	0.064053	0.065297
22	9.025408	0.267619	0.234388	0.961000	0.843228	0.064620	0.067116
23	9.040893	0.324186	0.236490	0.956500	0.835462	0.060440	0.077466
24	9.101998	0.226335	0.232974	0.956000	0.835995	0.063801	0.051990
25	9.031567	0.219928	0.234369	0.961500	0.841944	0.059410	0.051325
26	9.061539	0.249411	0.232665	0.965000	0.841404	0.048714	0.060737
27	9.075839	0.291114	0.232627	0.958500	0.843877	0.064941	0.069570
28	9.070841	0.137102	0.231785	0.966000	0.842639	0.050776	0.035765
29	9.093800	0.257259	0.234238	0.967000	0.834690	0.043393	0.061726
30	9.069866	0.278356	0.231829	0.962000	0.834666	0.047611	0.070154
31	9.093524	0.139962	0.233908	0.958000	0.832217	0.052707	0.035801
32	9.102937	0.208746	0.231213	0.958000	0.837686	0.056765	0.052110
33	9.071723	0.127732	0.233879	0.962000	0.839592	0.049771	0.031908
34	9.111887	0.241097	0.234082	0.968000	0.836685	0.041133	0.060492
35	9.128103	0.222827	0.234092	0.964000	0.840098	0.054214	0.053713
36	9.114971	0.171318	0.231546	0.959500	0.838924	0.055473	0.046031
37	9.065995	0.154192	0.230503	0.962000	0.843382	0.055195	0.039641
38	9.083227	0.248155	0.230046	0.959500	0.841701	0.059597	0.062198
39	9.095372	0.211372	0.233079	0.967000	0.844473	0.053018	0.047218
40	9.109709	0.236540	0.229159	0.961500	0.837342	0.049810	0.055409
41	9.098152	0.196832	0.232162	0.961500	0.842282	0.053838	0.050467
42	9.139546	0.200060	0.234561	0.957500	0.842250	0.061323	0.047224
43	9.112629	0.252032	0.230073	0.965500	0.840490	0.049375	0.065520
44	9.144020	0.201416	0.233956	0.957000	0.842309	0.062565	0.052304
45	9.146679	0.265176	0.233600	0.956500	0.835003	0.053567	0.068393
46	9.160451	0.356716	0.232128	0.964000	0.844544	0.053938	0.082093
47	9.137201	0.345938	0.232034	0.959500	0.837940	0.058528	0.086808
48	9.137683	0.305502	0.235248	0.960500	0.835157	0.049328	0.077468
49	9.209340	0.231488	0.236921	0.962500	0.836963	0.048033	0.060480
