epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	9.169913	0.482807	0.327457	0.898000	0.681126	0.093499	0.080242
1	9.151847	0.482501	0.326549	0.892000	0.680942	0.093248	0.090114
2	9.179901	0.535908	0.323507	0.900000	0.691707	0.097584	0.100423
3	9.199759	0.603183	0.318779	0.901000	0.694339	0.078838	0.108659
4	9.181713	0.515399	0.316220	0.901000	0.698127	0.079452	0.095318
5	9.178759	0.476881	0.314172	0.898000	0.706299	0.094262	0.090964
6	9.236301	0.493826	0.311101	0.896500	0.715272	0.094589	0.090578
7	9.257222	0.634898	0.307076	0.895500	0.716580	0.088327	0.115588
8	9.274997	0.483173	0.302042	0.905500	0.727012	0.084493	0.092885
9	9.261761	0.303916	0.301688	0.906500	0.734834	0.084257	0.061282
10	9.259834	0.322918	0.296208	0.910000	0.736464	0.083274	0.076995
11	9.301720	0.321510	0.294838	0.914500	0.750578	0.084753	0.067936
12	9.314187	0.484239	0.291092	0.922500	0.756107	0.081786	0.098402
13	9.243777	0.321172	0.290303	0.927500	0.752952	0.088638	0.070585
14	9.324861	0.392145	0.291501	0.933500	0.763857	0.090974	0.085971
15	9.241696	0.432478	0.289329	0.934500	0.765298	0.086778	0.094688
16	9.223156	0.382842	0.288923	0.930500	0.771818	0.093031	0.082250
17	9.200307	0.432774	0.288000	0.939500	0.779312	0.091883	0.096778
18	9.162853	0.520843	0.286774	0.944500	0.775876	0.085939	0.110126
19	9.209452	0.529200	0.286569	0.935500	0.775428	0.094062	0.116839
20	9.159024	0.420736	0.282063	0.946500	0.791301	0.078935	0.090933
21	9.156719	0.517965	0.282510	0.939000	0.782433	0.087959	0.107363
22	9.116252	0.327508	0.279576	0.952500	0.788700	0.073752	0.078567
23	9.076434	0.404614	0.278121	0.952500	0.794778	0.080817	0.094308
24	9.060918	0.420286	0.276054	0.942000	0.795097	0.090106	0.091145
25	9.070559	0.426465	0.273370	0.943500	0.793818	0.084039	0.096449
26	9.010812	0.427444	0.274004	0.947500	0.800439	0.084237	0.097570
27	8.956187	0.377475	0.275564	0.939500	0.796147	0.091864	0.091742
28	8.966788	0.385220	0.269946	0.950000	0.798890	0.077492	0.086719
29	8.960676	0.363269	0.270634	0.947000	0.799380	0.084881	0.084907
30	8.949091	0.277907	0.268807	0.959000	0.809124	0.069633	0.069770
31	8.989335	0.288812	0.268056	0.955000	0.802410	0.070461	0.073305
32	9.013331	0.321063	0.267358	0.964000	0.814220	0.065192	0.078433
33	9.017935	0.321754	0.264627	0.966000	0.810185	0.056967	0.080763
34	9.026049	0.313230	0.266551	0.956500	0.815459	0.077308	0.083541
35	9.016648	0.251903	0.263463	0.955500	0.806739	0.066757	0.066692
36	9.028556	0.315638	0.265766	0.960500	0.814967	0.067055	0.072315
37	9.037797	0.265327	0.266118	0.954500	0.810654	0.075789	0.065869
38	9.047087	0.290393	0.264685	0.956500	0.816562	0.071577	0.074257
39	9.065444	0.237660	0.264327	0.954500	0.810045	0.070487	0.064822
40	9.083587	0.361860	0.264089	0.956500	0.817490	0.072059	0.093200
41	9.040239	0.294021	0.262608	0.956500	0.811150	0.065247	0.076372
42	9.008847	0.419088	0.264471	0.957500	0.815487	0.066331	0.101956
43	9.005735	0.241791	0.267764	0.959000	0.820807	0.070789	0.062095
44	8.992071	0.414216	0.263619	0.953000	0.817707	0.072440	0.104619
45	8.979503	0.234435	0.265064	0.947500	0.817241	0.082185	0.070826
46	9.040720	0.341871	0.266942	0.955500	0.818470	0.071462	0.090901
47	8.977813	0.318954	0.269392	0.950000	0.820054	0.078888	0.087051
48	8.931006	0.360559	0.273988	0.952000	0.820405	0.073889	0.089281
49	8.938012	0.417864	0.269950	0.947500	0.815666	0.077606	0.101638
