epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	9.059047	0.774467	0.297100	0.968500	0.736523	0.118530	0.128294
1	9.044985	0.752081	0.292052	0.966500	0.749619	0.115687	0.125768
2	9.032322	0.641071	0.289666	0.968500	0.760534	0.117092	0.110948
3	9.015531	0.623188	0.285494	0.971500	0.766455	0.107865	0.108434
4	9.068779	0.712004	0.282150	0.970000	0.782794	0.113260	0.125154
5	9.034809	0.735250	0.278435	0.965500	0.782703	0.105202	0.124310
6	9.035211	0.613395	0.276177	0.965500	0.793772	0.111908	0.112072
7	9.032945	0.644497	0.274401	0.968000	0.799074	0.101051	0.115554
8	9.015172	0.536968	0.274098	0.964000	0.803616	0.107460	0.098731
9	9.079737	0.483487	0.271752	0.967000	0.812919	0.101193	0.091084
10	9.048189	0.572812	0.271177	0.965000	0.819466	0.111391	0.106928
11	9.094565	0.716234	0.270064	0.960500	0.812873	0.101099	0.138270
12	9.029226	0.557740	0.267242	0.952500	0.805452	0.105374	0.108239
13	9.034827	0.506702	0.267385	0.965000	0.817711	0.092338	0.098864
14	9.058770	0.550192	0.265572	0.972500	0.827577	0.086565	0.105733
15	9.033304	0.543865	0.265981	0.959000	0.823615	0.100018	0.103000
16	8.983069	0.474995	0.265067	0.963000	0.820330	0.087235	0.094557
17	9.027360	0.430639	0.266885	0.965500	0.823511	0.089468	0.088670
18	9.009443	0.594903	0.265132	0.962000	0.829092	0.097285	0.125282
19	8.987122	0.315481	0.265821	0.959000	0.823140	0.093931	0.069590
20	9.004644	0.442815	0.264777	0.965000	0.827108	0.091126	0.096622
21	9.026590	0.474822	0.263286	0.959000	0.829559	0.094992	0.101988
22	9.036436	0.391743	0.264257	0.958500	0.825770	0.091074	0.082020
23	9.008376	0.457971	0.263877	0.955000	0.820425	0.091537	0.098138
24	8.994135	0.394035	0.263977	0.952000	0.824910	0.094259	0.081464
25	9.015023	0.487848	0.263850	0.972500	0.833495	0.078169	0.104194
26	9.014582	0.519745	0.263084	0.953500	0.828914	0.094352	0.106890
27	8.991709	0.353292	0.263880	0.952500	0.822874	0.089459	0.083512
28	8.979605	0.434931	0.263670	0.952500	0.827307	0.093089	0.099972
29	8.989980	0.399459	0.265658	0.963500	0.834425	0.081208	0.086081
30	9.005600	0.334635	0.267059	0.952000	0.819561	0.090077	0.081018
31	8.982299	0.407618	0.267013	0.960000	0.819938	0.074576	0.093246
32	9.042459	0.491909	0.266058	0.954500	0.827551	0.089562	0.104834
33	9.006203	0.320921	0.266665	0.954500	0.828502	0.086416	0.077905
34	9.034232	0.427852	0.268212	0.950500	0.821142	0.089219	0.096141
35	8.985526	0.373008	0.266671	0.952500	0.822601	0.085995	0.081748
36	8.948489	0.497726	0.266678	0.963000	0.829407	0.079495	0.099575
37	9.004167	0.336846	0.266017	0.957000	0.830954	0.082013	0.080091
38	8.976656	0.421903	0.267934	0.958000	0.832134	0.084140	0.094781
39	8.996775	0.401634	0.266692	0.957000	0.825249	0.081209	0.089905
40	8.991441	0.498245	0.267301	0.956000	0.825951	0.080384	0.106092
41	8.998789	0.432372	0.267784	0.954500	0.818055	0.073096	0.099556
42	8.973836	0.448297	0.265952	0.960000	0.832140	0.079561	0.100828
43	9.028057	0.306047	0.270305	0.953500	0.813580	0.073849	0.070070
44	9.031984	0.381724	0.268382	0.945500	0.823260	0.093516	0.088363
45	8.999511	0.293236	0.268882	0.959000	0.829156	0.080021	0.070452
46	9.008013	0.374381	0.270103	0.962000	0.832556	0.077948	0.085635
47	9.020700	0.264521	0.270074	0.947000	0.816614	0.086030	0.062343
48	8.995893	0.443608	0.274387	0.949500	0.825674	0.085029	0.108557
49	9.006611	0.351872	0.271958	0.951000	0.820802	0.083834	0.081510
