epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	8.841993	0.533393	0.266031	0.953500	0.799475	0.108128	0.107314
1	8.899652	0.481561	0.254030	0.947500	0.799754	0.087069	0.102493
2	8.940894	0.493399	0.248306	0.962000	0.818128	0.076227	0.103631
3	8.893888	0.328844	0.246099	0.959500	0.813257	0.060413	0.071548
4	8.842546	0.421884	0.241132	0.954000	0.819435	0.066906	0.094675
5	8.885790	0.317858	0.238006	0.956000	0.828227	0.063908	0.071434
6	8.850958	0.375929	0.237736	0.955500	0.834822	0.063885	0.078147
7	8.886623	0.302127	0.236421	0.958000	0.839314	0.062084	0.066341
8	8.857921	0.332917	0.236681	0.946500	0.833799	0.066632	0.073179
9	8.832066	0.400743	0.235295	0.946500	0.834302	0.067111	0.082328
10	8.871098	0.352093	0.234075	0.951500	0.831485	0.062387	0.071029
11	8.858586	0.314672	0.234304	0.951500	0.834155	0.056657	0.069944
12	8.829454	0.341693	0.234432	0.953000	0.832816	0.054706	0.079704
13	8.820373	0.410303	0.234308	0.961500	0.838236	0.044123	0.087252
14	8.816098	0.370113	0.233687	0.960000	0.841858	0.054234	0.079018
15	8.830580	0.224315	0.232144	0.954500	0.837769	0.054468	0.058578
16	8.831672	0.318165	0.235453	0.953500	0.839485	0.056189	0.069480
17	8.857993	0.298134	0.233402	0.950000	0.831286	0.060389	0.070031
18	8.825285	0.384445	0.232001	0.946000	0.826934	0.064497	0.089918
19	8.816038	0.346224	0.230429	0.959000	0.835347	0.053933	0.078474
20	8.780199	0.292490	0.230918	0.957500	0.840305	0.061944	0.069623
21	8.831339	0.242851	0.231365	0.961500	0.836503	0.049821	0.063038
22	8.813041	0.274920	0.230534	0.951500	0.835748	0.057660	0.064452
23	8.780607	0.298781	0.230922	0.952500	0.834424	0.051922	0.066897
24	8.788788	0.282815	0.229259	0.959000	0.843039	0.049580	0.066359
25	8.832889	0.254024	0.230715	0.955000	0.832705	0.050050	0.060790
26	8.798197	0.260893	0.228433	0.955000	0.834933	0.055594	0.062680
27	8.780860	0.221446	0.228633	0.951500	0.829761	0.057787	0.057678
28	8.790623	0.333534	0.227995	0.956000	0.835069	0.047988	0.074730
29	8.778068	0.274299	0.229669	0.959500	0.843689	0.047463	0.068133
30	8.770318	0.290833	0.228955	0.952000	0.836695	0.054687	0.070860
31	8.772859	0.213775	0.229764	0.950000	0.830663	0.057138	0.052490
32	8.794182	0.294369	0.229832	0.958500	0.844475	0.053371	0.071013
33	8.777055	0.193893	0.226004	0.956500	0.842867	0.056482	0.052963
34	8.803042	0.274348	0.228285	0.962000	0.843326	0.053631	0.069977
35	8.791351	0.268612	0.228660	0.948000	0.829702	0.056339	0.065231
36	8.759513	0.180847	0.230042	0.960500	0.834830	0.046331	0.044183
37	8.820078	0.295750	0.229339	0.964000	0.846800	0.051771	0.070743
38	8.780025	0.246461	0.229089	0.963500	0.837777	0.042409	0.060344
39	8.756637	0.344694	0.227472	0.955000	0.839060	0.049036	0.084832
40	8.783837	0.314268	0.228042	0.956000	0.834003	0.048164	0.074927
41	8.743282	0.249763	0.229945	0.951500	0.823815	0.047096	0.060866
42	8.776883	0.328297	0.229520	0.958000	0.839900	0.051173	0.075108
43	8.780982	0.181285	0.227403	0.951000	0.833421	0.058434	0.048705
44	8.788928	0.262826	0.227379	0.947500	0.830010	0.053330	0.067012
45	8.794106	0.234975	0.227505	0.948500	0.836773	0.061652	0.060212
46	8.791568	0.250664	0.226864	0.953000	0.830139	0.045524	0.061729
47	8.775024	0.192087	0.226336	0.956500	0.843047	0.052008	0.051133
48	8.738180	0.291952	0.228441	0.949500	0.830213	0.053331	0.071969
49	8.790284	0.272785	0.226740	0.960500	0.842212	0.053408	0.067746
