epoch	position	reward
0	0	0.380890
0	1	0.147459
0	2	0.103290
0	3	0.095954
0	4	0.093370
0	5	0.091500
0	6	0.093024
0	7	0.093405
0	8	0.093983
0	9	0.093866
0	10	0.092744
0	11	0.092666
0	12	0.093292
0	13	0.093969
0	14	0.093714
0	15	0.092510
0	16	0.092311
0	17	0.091928
0	18	0.091593
0	19	0.091854
0	0	0.342147
0	1	0.142581
0	2	0.095003
0	3	0.081486
0	4	0.078201
0	5	0.077191
0	6	0.077520
0	7	0.076719
0	8	0.076993
0	9	0.077065
0	10	0.076526
0	11	0.077123
0	12	0.076813
0	13	0.076160
0	14	0.076010
0	15	0.076069
0	16	0.076370
0	17	0.077166
0	18	0.077112
0	19	0.076203
0	0	0.368884
0	1	0.153778
0	2	0.108283
0	3	0.103373
0	4	0.101604
0	5	0.102698
0	6	0.099074
0	7	0.100469
0	8	0.099970
0	9	0.100014
0	10	0.101296
0	11	0.100519
0	12	0.099934
0	13	0.100043
0	14	0.099521
0	15	0.098574
0	16	0.100535
0	17	0.099445
0	18	0.099184
0	19	0.097861
1	0	0.362171
1	1	0.126852
1	2	0.081905
1	3	0.080422
1	4	0.078596
1	5	0.079434
1	6	0.081793
1	7	0.079910
1	8	0.080425
1	9	0.079958
1	10	0.079740
1	11	0.080559
1	12	0.080355
1	13	0.079352
1	14	0.079439
1	15	0.078528
1	16	0.080187
1	17	0.079761
1	18	0.079489
1	19	0.080674
1	0	0.368170
1	1	0.135702
1	2	0.087769
1	3	0.091522
1	4	0.088550
1	5	0.091647
1	6	0.092458
1	7	0.092263
1	8	0.092905
1	9	0.093301
1	10	0.093711
1	11	0.092903
1	12	0.093228
1	13	0.093399
1	14	0.092303
1	15	0.093369
1	16	0.092374
1	17	0.093204
1	18	0.092413
1	19	0.093533
1	0	0.380171
1	1	0.125864
1	2	0.090257
1	3	0.085138
1	4	0.087824
1	5	0.087184
1	6	0.087761
1	7	0.086504
1	8	0.087081
1	9	0.086826
1	10	0.086300
1	11	0.085611
1	12	0.085978
1	13	0.084667
1	14	0.085042
1	15	0.085744
1	16	0.084789
1	17	0.084375
1	18	0.083857
1	19	0.084342
2	0	0.330726
2	1	0.105347
2	2	0.092470
2	3	0.095434
2	4	0.094206
2	5	0.094737
2	6	0.094564
2	7	0.093929
2	8	0.094813
2	9	0.093283
2	10	0.094705
2	11	0.093758
2	12	0.093542
2	13	0.092663
2	14	0.093302
2	15	0.093308
2	16	0.092476
2	17	0.093669
2	18	0.093928
2	19	0.094550
2	0	0.320944
2	1	0.083936
2	2	0.072661
2	3	0.073168
2	4	0.069888
2	5	0.071448
2	6	0.072618
2	7	0.073462
2	8	0.072870
2	9	0.072621
2	10	0.072799
2	11	0.073317
2	12	0.073328
2	13	0.072942
2	14	0.071740
2	15	0.072804
2	16	0.072992
2	17	0.073682
2	18	0.072004
2	19	0.072729
2	0	0.387304
2	1	0.122156
2	2	0.105383
2	3	0.103605
2	4	0.100411
2	5	0.105247
2	6	0.105418
2	7	0.105918
2	8	0.103039
2	9	0.103556
2	10	0.103647
2	11	0.104443
2	12	0.103744
2	13	0.104203
2	14	0.103791
2	15	0.103203
2	16	0.104603
2	17	0.103247
2	18	0.103677
2	19	0.103922
3	0	0.294102
3	1	0.050307
3	2	0.031020
3	3	0.030177
3	4	0.030496
3	5	0.032408
3	6	0.032813
3	7	0.032620
3	8	0.032004
3	9	0.032053
3	10	0.032175
3	11	0.031951
3	12	0.032025
3	13	0.032066
3	14	0.032012
3	15	0.031357
3	16	0.031793
3	17	0.031849
3	18	0.031396
3	19	0.031051
3	0	0.339748
3	1	0.100905
3	2	0.077946
3	3	0.073861
3	4	0.071532
3	5	0.070687
3	6	0.070710
3	7	0.070970
3	8	0.072426
3	9	0.071292
3	10	0.071935
3	11	0.071580
3	12	0.071412
3	13	0.071476
3	14	0.070844
3	15	0.072238
3	16	0.071650
3	17	0.071926
3	18	0.072771
3	19	0.072285
3	0	0.300016
3	1	0.097545
3	2	0.072452
3	3	0.072401
3	4	0.068970
3	5	0.069437
3	6	0.068784
3	7	0.067346
3	8	0.067606
3	9	0.068520
3	10	0.068795
3	11	0.067667
3	12	0.068192
3	13	0.067791
3	14	0.068850
3	15	0.068266
3	16	0.068875
3	17	0.069388
3	18	0.068886
3	19	0.069207
4	0	0.346810
4	1	0.098269
4	2	0.089512
4	3	0.078990
4	4	0.081063
4	5	0.079836
4	6	0.078339
4	7	0.078250
4	8	0.079249
4	9	0.078742
4	10	0.077936
4	11	0.078703
4	12	0.077951
4	13	0.078187
4	14	0.078226
4	15	0.078903
4	16	0.079140
4	17	0.079533
4	18	0.080301
4	19	0.079991
4	0	0.325238
4	1	0.127508
4	2	0.101041
4	3	0.093686
4	4	0.091429
4	5	0.091243
4	6	0.089706
4	7	0.090291
4	8	0.086902
4	9	0.087094
4	10	0.087128
4	11	0.086891
4	12	0.086372
4	13	0.087451
4	14	0.087952
4	15	0.086810
4	16	0.087320
4	17	0.086654
4	18	0.087468
4	19	0.086973
4	0	0.337884
4	1	0.119519
4	2	0.077935
4	3	0.071917
4	4	0.070090
4	5	0.069987
4	6	0.069993
4	7	0.070145
4	8	0.070666
4	9	0.070052
4	10	0.070226
4	11	0.071796
4	12	0.071956
4	13	0.072514
4	14	0.071700
4	15	0.072952
4	16	0.071536
4	17	0.071606
4	18	0.072951
4	19	0.071965
5	0	0.321906
5	1	0.104589
5	2	0.092854
5	3	0.088252
5	4	0.088828
5	5	0.089221
5	6	0.088951
5	7	0.088378
5	8	0.088280
5	9	0.088760
5	10	0.087796
5	11	0.088391
5	12	0.088431
5	13	0.088444
5	14	0.088910
5	15	0.088903
5	16	0.089403
5	17	0.089167
5	18	0.089248
5	19	0.089791
5	0	0.299030
5	1	0.037463
5	2	0.031199
5	3	0.025220
5	4	0.024833
5	5	0.025130
5	6	0.023725
5	7	0.024030
5	8	0.023648
5	9	0.024008
5	10	0.023741
5	11	0.024163
5	12	0.023925
5	13	0.023597
5	14	0.023563
5	15	0.023944
5	16	0.023637
5	17	0.023648
5	18	0.024049
5	19	0.023523
5	0	0.304207
5	1	0.087413
5	2	0.072442
5	3	0.061517
5	4	0.059520
5	5	0.062744
5	6	0.063124
5	7	0.061320
5	8	0.060793
5	9	0.060631
5	10	0.058811
5	11	0.059717
5	12	0.057635
5	13	0.059447
5	14	0.059397
5	15	0.058615
5	16	0.057614
5	17	0.059333
5	18	0.058875
5	19	0.058293
6	0	0.339109
6	1	0.133550
6	2	0.104986
6	3	0.097137
6	4	0.106638
6	5	0.107356
6	6	0.108582
6	7	0.107285
6	8	0.107187
6	9	0.107242
6	10	0.105398
6	11	0.105474
6	12	0.107061
6	13	0.105289
6	14	0.106635
6	15	0.107072
6	16	0.105944
6	17	0.106218
6	18	0.107404
6	19	0.107972
6	0	0.322016
6	1	0.076174
6	2	0.052523
6	3	0.048080
6	4	0.049113
6	5	0.049485
6	6	0.048033
6	7	0.047537
6	8	0.047576
6	9	0.047546
6	10	0.047551
6	11	0.047397
6	12	0.047769
6	13	0.047726
6	14	0.047790
6	15	0.048027
6	16	0.047945
6	17	0.048351
6	18	0.047166
6	19	0.047243
6	0	0.303111
6	1	0.055169
6	2	0.054313
6	3	0.039450
6	4	0.037907
6	5	0.035696
6	6	0.035960
6	7	0.035478
6	8	0.036787
6	9	0.036384
6	10	0.036929
6	11	0.036521
6	12	0.036455
6	13	0.036954
6	14	0.036559
6	15	0.036807
6	16	0.036972
6	17	0.037298
6	18	0.037670
6	19	0.037802
7	0	0.291791
7	1	0.071674
7	2	0.065234
7	3	0.069101
7	4	0.066750
7	5	0.069366
7	6	0.068689
7	7	0.067818
7	8	0.066605
7	9	0.066765
7	10	0.067576
7	11	0.067582
7	12	0.067144
7	13	0.067589
7	14	0.066747
7	15	0.067180
7	16	0.066575
7	17	0.067108
7	18	0.066978
7	19	0.067014
7	0	0.252343
7	1	0.076071
7	2	0.055216
7	3	0.049648
7	4	0.052000
7	5	0.053453
7	6	0.052877
7	7	0.052623
7	8	0.053112
7	9	0.052386
7	10	0.052309
7	11	0.051563
7	12	0.050809
7	13	0.050116
7	14	0.050300
7	15	0.050398
7	16	0.050665
7	17	0.050390
7	18	0.050670
7	19	0.049636
7	0	0.282993
7	1	0.057338
7	2	0.044132
7	3	0.044793
7	4	0.045283
7	5	0.045465
7	6	0.045468
7	7	0.045327
7	8	0.045491
7	9	0.045640
7	10	0.045150
7	11	0.045245
7	12	0.044801
7	13	0.044394
7	14	0.044393
