epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	9.077723	0.379167	0.249385	0.963000	0.791364	0.068312	0.061127
1	9.087058	0.432542	0.245613	0.960500	0.811539	0.067968	0.068405
2	9.095301	0.441801	0.240749	0.963000	0.824677	0.064666	0.068721
3	9.061688	0.615247	0.238696	0.965000	0.827703	0.059339	0.094249
4	9.064847	0.386351	0.237989	0.956500	0.830948	0.063435	0.065210
5	9.001508	0.399017	0.234115	0.961500	0.835161	0.059327	0.067637
6	9.050174	0.503857	0.237549	0.962500	0.836678	0.054378	0.081994
7	9.009218	0.351724	0.236623	0.964000	0.839348	0.057150	0.058978
8	9.027939	0.402087	0.237476	0.964000	0.847270	0.061652	0.067740
9	9.034632	0.302720	0.236521	0.969000	0.843874	0.051862	0.051074
10	9.016481	0.343663	0.235339	0.958500	0.847668	0.069314	0.059368
11	8.995422	0.293992	0.233881	0.956000	0.843017	0.063371	0.053460
12	9.008178	0.439440	0.235071	0.959000	0.844396	0.059551	0.077226
13	9.027239	0.495462	0.234327	0.969000	0.841392	0.047645	0.081645
14	8.963567	0.350044	0.235074	0.963000	0.840881	0.055055	0.058129
15	8.916459	0.297943	0.235925	0.954500	0.846355	0.063263	0.052670
16	8.945546	0.267902	0.233898	0.961500	0.844933	0.055748	0.050776
17	8.948233	0.272817	0.233515	0.962000	0.840826	0.054803	0.049451
18	8.911033	0.387757	0.234926	0.957500	0.839114	0.057110	0.068124
19	8.889538	0.361887	0.235332	0.951000	0.834205	0.061064	0.067915
20	8.919141	0.339769	0.235692	0.965500	0.839603	0.049693	0.063987
21	8.909383	0.257286	0.236118	0.966500	0.843612	0.045355	0.046452
22	8.890338	0.242753	0.235604	0.966000	0.848859	0.049698	0.045105
23	8.884871	0.367857	0.237778	0.963000	0.839869	0.053266	0.064478
24	8.873313	0.306934	0.235814	0.965500	0.841967	0.051489	0.058621
25	8.864324	0.399387	0.237637	0.955000	0.835095	0.062968	0.071423
26	8.805559	0.347143	0.237158	0.966500	0.844258	0.055727	0.064690
27	8.791128	0.393943	0.239534	0.964000	0.844846	0.053044	0.074467
28	8.818974	0.444588	0.239106	0.954000	0.837694	0.062277	0.079314
29	8.763855	0.421097	0.239322	0.957000	0.830678	0.052337	0.082918
30	8.794101	0.219368	0.238878	0.960000	0.843418	0.055795	0.045717
31	8.778803	0.339008	0.239584	0.965000	0.834917	0.049147	0.065105
32	8.771116	0.370349	0.238995	0.955000	0.835097	0.059489	0.072655
33	8.698580	0.329824	0.245457	0.951500	0.831669	0.064897	0.060723
34	8.736424	0.299837	0.242669	0.947500	0.827777	0.066709	0.057525
35	8.753673	0.375831	0.241928	0.952000	0.830886	0.065501	0.077203
36	8.706281	0.451537	0.244990	0.965000	0.847465	0.059115	0.086093
37	8.660034	0.445882	0.245693	0.957000	0.835129	0.060197	0.084578
38	8.645370	0.413361	0.246440	0.958500	0.827917	0.062736	0.079050
39	8.605016	0.300198	0.245212	0.958000	0.838598	0.063589	0.058352
40	8.618161	0.358921	0.246449	0.957000	0.835167	0.066422	0.069256
41	8.570938	0.260920	0.243372	0.957000	0.835734	0.064718	0.049319
42	8.556021	0.320186	0.244478	0.960000	0.839006	0.061073	0.068685
43	8.507598	0.440162	0.243600	0.957500	0.832204	0.060852	0.088114
44	8.448129	0.258384	0.243624	0.954500	0.829981	0.064605	0.054469
45	8.432665	0.247451	0.241891	0.955000	0.834004	0.063687	0.050655
46	8.396053	0.288452	0.241893	0.952000	0.834770	0.065068	0.055629
47	8.350437	0.321747	0.238567	0.958000	0.830558	0.055438	0.062842
48	8.242634	0.205144	0.238869	0.960000	0.834531	0.054018	0.040580
49	8.252598	0.318378	0.238268	0.955000	0.828782	0.055348	0.069870
