epoch	position	reward
0	0	0.152409
0	1	0.072618
0	2	0.057830
0	3	0.055979
0	4	0.056587
0	5	0.062341
0	6	0.061598
0	7	0.061372
0	8	0.060788
0	9	0.061272
0	10	0.061149
0	11	0.061264
0	12	0.061263
0	13	0.060709
0	14	0.060825
0	15	0.061002
0	16	0.061168
0	17	0.061415
0	18	0.061438
0	19	0.061283
0	0	0.146357
0	1	0.060835
0	2	0.049619
0	3	0.049716
0	4	0.043758
0	5	0.043349
0	6	0.045755
0	7	0.043682
0	8	0.044282
0	9	0.044377
0	10	0.045076
0	11	0.045238
0	12	0.045571
0	13	0.045891
0	14	0.046013
0	15	0.045958
0	16	0.046087
0	17	0.045967
0	18	0.046218
0	19	0.046054
0	0	0.158726
0	1	0.090324
0	2	0.090014
0	3	0.092324
0	4	0.088807
0	5	0.088914
0	6	0.089791
0	7	0.090390
0	8	0.088973
0	9	0.089330
0	10	0.089091
0	11	0.088313
0	12	0.088611
0	13	0.088150
0	14	0.088188
0	15	0.088244
0	16	0.088376
0	17	0.088738
0	18	0.088530
0	19	0.088822
1	0	0.098949
1	1	0.053723
1	2	0.045945
1	3	0.048416
1	4	0.043693
1	5	0.046429
1	6	0.044157
1	7	0.044483
1	8	0.044204
1	9	0.044878
1	10	0.044429
1	11	0.044373
1	12	0.044385
1	13	0.044403
1	14	0.044547
1	15	0.044503
1	16	0.044530
1	17	0.044690
1	18	0.044247
1	19	0.044349
1	0	0.137294
1	1	0.075869
1	2	0.070773
1	3	0.062708
1	4	0.064410
1	5	0.066342
1	6	0.066689
1	7	0.066278
1	8	0.065912
1	9	0.065606
1	10	0.065882
1	11	0.065697
1	12	0.065448
1	13	0.065206
1	14	0.065614
1	15	0.065832
1	16	0.065939
1	17	0.066138
1	18	0.065584
1	19	0.065700
1	0	0.185463
1	1	0.113817
1	2	0.094772
1	3	0.094511
1	4	0.088547
1	5	0.087964
1	6	0.088032
1	7	0.086937
1	8	0.086416
1	9	0.087162
1	10	0.086730
1	11	0.086602
1	12	0.086997
1	13	0.086884
1	14	0.087453
1	15	0.087830
1	16	0.087598
1	17	0.087665
1	18	0.087815
1	19	0.087639
2	0	0.113642
2	1	0.036397
2	2	0.035819
2	3	0.034825
2	4	0.031335
2	5	0.031083
2	6	0.032762
2	7	0.031822
2	8	0.032345
2	9	0.032990
2	10	0.033529
2	11	0.033442
2	12	0.033495
2	13	0.033328
2	14	0.033016
2	15	0.033256
2	16	0.033377
2	17	0.033211
2	18	0.032878
2	19	0.032569
2	0	0.149002
2	1	0.077358
2	2	0.062689
2	3	0.061538
2	4	0.057673
2	5	0.060663
2	6	0.057018
2	7	0.059983
2	8	0.059362
2	9	0.055107
2	10	0.052836
2	11	0.052826
2	12	0.052873
2	13	0.052866
2	14	0.052851
2	15	0.052927
2	16	0.052910
2	17	0.052872
2	18	0.052923
2	19	0.053110
2	0	0.110399
2	1	0.081603
2	2	0.073837
2	3	0.069807
2	4	0.074318
2	5	0.073926
2	6	0.073858
2	7	0.074352
2	8	0.072831
2	9	0.072089
2	10	0.072364
2	11	0.071945
2	12	0.071975
2	13	0.071681
2	14	0.071763
2	15	0.071492
2	16	0.071484
2	17	0.071348
2	18	0.071373
2	19	0.071262
3	0	0.117138
3	1	0.055974
3	2	0.044396
3	3	0.043993
3	4	0.044037
3	5	0.043992
3	6	0.044007
3	7	0.044008
3	8	0.043981
3	9	0.043959
3	10	0.044016
3	11	0.043984
3	12	0.043985
3	13	0.044013
3	14	0.044030
3	15	0.043969
3	16	0.044031
3	17	0.043945
3	18	0.043995
3	19	0.043956
3	0	0.110964
3	1	0.067458
3	2	0.057099
3	3	0.054836
3	4	0.057309
