epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	9.221786	0.379657	0.258251	0.979500	0.753871	0.046917	0.062069
1	9.244885	0.441301	0.251494	0.979000	0.757870	0.049828	0.067963
2	9.253044	0.438433	0.246787	0.972500	0.763698	0.051639	0.067858
3	9.226170	0.351982	0.242918	0.969500	0.769789	0.058287	0.056918
4	9.237140	0.383215	0.240241	0.976500	0.781710	0.047122	0.060163
5	9.215578	0.509939	0.236623	0.978000	0.793061	0.045776	0.081898
6	9.195212	0.396687	0.235705	0.979000	0.803341	0.045038	0.066066
7	9.182376	0.290908	0.230554	0.973000	0.800495	0.050634	0.052021
8	9.142337	0.492686	0.228834	0.979500	0.812002	0.047206	0.076201
9	9.183208	0.334531	0.225409	0.984500	0.819084	0.038149	0.056584
10	9.173965	0.193718	0.223558	0.974000	0.815448	0.044566	0.039130
11	9.150161	0.328726	0.222669	0.981500	0.830034	0.043953	0.057708
12	9.192352	0.438527	0.220750	0.980000	0.831939	0.043482	0.071875
13	9.151456	0.320969	0.218557	0.981500	0.834367	0.039827	0.053441
14	9.165548	0.508591	0.217879	0.987500	0.841316	0.034902	0.079956
15	9.172721	0.175745	0.215619	0.985500	0.844570	0.036138	0.034650
16	9.210152	0.314338	0.215040	0.988500	0.846092	0.033250	0.052613
17	9.148602	0.274530	0.213400	0.985000	0.845268	0.031179	0.048996
18	9.148814	0.315116	0.214049	0.985000	0.847005	0.030966	0.051094
19	9.179911	0.310875	0.213334	0.982000	0.853238	0.039715	0.056139
20	9.130661	0.233621	0.210965	0.980000	0.852906	0.040937	0.044805
21	9.151893	0.215739	0.209136	0.981500	0.854961	0.035427	0.039930
22	9.143537	0.190450	0.209811	0.983500	0.856031	0.032734	0.038442
23	9.166772	0.228302	0.210607	0.981500	0.855817	0.034808	0.039054
24	9.201921	0.256691	0.210981	0.984000	0.859011	0.032174	0.045764
25	9.164579	0.188392	0.209144	0.980500	0.858170	0.036270	0.034605
26	9.189223	0.176561	0.209795	0.982500	0.860114	0.033279	0.033902
27	9.205046	0.238832	0.209858	0.979500	0.859374	0.037834	0.039348
28	9.194160	0.162931	0.207881	0.985500	0.867887	0.034694	0.031885
29	9.215277	0.421100	0.208355	0.983500	0.865051	0.033975	0.065464
30	9.194812	0.207556	0.206632	0.979000	0.863333	0.039778	0.036715
31	9.169209	0.208995	0.207560	0.981000	0.863783	0.033430	0.034851
32	9.181425	0.190498	0.207319	0.978000	0.862506	0.038182	0.039375
33	9.169528	0.175879	0.206094	0.982000	0.866790	0.035305	0.035988
34	9.148712	0.210031	0.205280	0.985000	0.869227	0.030576	0.036282
35	9.214665	0.136233	0.206704	0.981500	0.864896	0.032271	0.026030
36	9.166890	0.202278	0.206422	0.980000	0.868602	0.037582	0.038187
37	9.182904	0.190402	0.206640	0.981500	0.863601	0.029996	0.035767
38	9.203403	0.193824	0.208997	0.977500	0.864644	0.035826	0.034641
39	9.200981	0.236083	0.205975	0.985000	0.869224	0.028977	0.042454
40	9.237535	0.114716	0.204192	0.981000	0.869512	0.033900	0.024923
41	9.196374	0.132343	0.203913	0.979500	0.868396	0.038411	0.024515
42	9.222599	0.173057	0.205881	0.986000	0.870729	0.025336	0.030784
43	9.217750	0.193561	0.204863	0.986500	0.871986	0.027716	0.036309
44	9.193977	0.241686	0.204107	0.982000	0.871133	0.033192	0.040832
45	9.219109	0.154256	0.205798	0.982500	0.868589	0.030182	0.028652
46	9.199641	0.140400	0.205784	0.980500	0.868311	0.032232	0.027098
47	9.232768	0.267605	0.202288	0.986500	0.868312	0.022066	0.038829
48	9.208784	0.429266	0.206018	0.984000	0.874298	0.032072	0.062871
49	9.201052	0.254937	0.204748	0.982500	0.865863	0.026155	0.041620
