epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	8.839272	0.427030	0.244600	0.959500	0.822296	0.083483	0.095417
1	8.828235	0.506515	0.238836	0.973000	0.845157	0.073811	0.110225
2	8.825751	0.348662	0.235264	0.970000	0.849286	0.075940	0.079773
3	8.782920	0.333404	0.233624	0.969500	0.853475	0.067021	0.075100
4	8.779414	0.332728	0.229215	0.969500	0.851267	0.066527	0.076661
5	8.715319	0.413269	0.229719	0.978000	0.861673	0.058125	0.095885
6	8.749490	0.281144	0.227753	0.972000	0.861437	0.062788	0.068024
7	8.710591	0.226713	0.226108	0.973500	0.856081	0.052549	0.058285
8	8.700853	0.179813	0.224390	0.969500	0.860553	0.060653	0.048335
9	8.683186	0.253983	0.221774	0.978000	0.866350	0.046125	0.064121
10	8.706245	0.220144	0.219082	0.974500	0.860262	0.045155	0.056101
11	8.669676	0.190127	0.218432	0.967000	0.859439	0.053952	0.049530
12	8.620308	0.197136	0.217277	0.976000	0.869374	0.044830	0.051683
13	8.622779	0.261371	0.216202	0.966000	0.854230	0.051000	0.065244
14	8.601151	0.214788	0.214079	0.975000	0.863476	0.046966	0.053006
15	8.614010	0.171306	0.213327	0.982500	0.864565	0.031031	0.047268
16	8.587436	0.171086	0.212951	0.977000	0.866331	0.041459	0.044221
17	8.606977	0.110620	0.212715	0.972000	0.867327	0.044393	0.029474
18	8.586012	0.208729	0.211952	0.981500	0.867971	0.035893	0.050208
19	8.621878	0.174665	0.211358	0.976500	0.869647	0.038574	0.047452
20	8.562850	0.119239	0.212465	0.978500	0.867781	0.036036	0.032174
21	8.563313	0.151594	0.209980	0.979000	0.867794	0.032602	0.039609
22	8.546606	0.198850	0.209485	0.980500	0.865137	0.032380	0.048347
23	8.539883	0.128464	0.208689	0.981000	0.866670	0.027085	0.035347
24	8.552562	0.162315	0.208219	0.976500	0.870225	0.037038	0.043542
25	8.574736	0.237393	0.208291	0.974000	0.868138	0.041788	0.061494
26	8.551186	0.130665	0.207469	0.979000	0.863516	0.027507	0.034912
27	8.519413	0.185329	0.207394	0.982000	0.873996	0.033617	0.048899
28	8.509672	0.154153	0.206153	0.976500	0.870877	0.037767	0.039408
29	8.498795	0.158969	0.205378	0.978500	0.870450	0.034687	0.044600
30	8.459371	0.201006	0.204964	0.980000	0.867878	0.028166	0.053132
31	8.524309	0.108717	0.206015	0.987000	0.879189	0.027236	0.032803
32	8.520755	0.178125	0.205363	0.980000	0.870496	0.028235	0.048543
33	8.479366	0.132852	0.205124	0.986500	0.874327	0.022280	0.038473
34	8.480305	0.102256	0.204685	0.982500	0.865143	0.025143	0.030340
35	8.485906	0.087439	0.203328	0.979500	0.871506	0.028941	0.025473
36	8.472980	0.184258	0.203637	0.981000	0.874044	0.031809	0.046007
37	8.463366	0.085829	0.204782	0.981500	0.871815	0.027629	0.026417
38	8.466555	0.245195	0.203662	0.978500	0.871494	0.033525	0.070163
39	8.478079	0.081317	0.203443	0.983000	0.873812	0.029919	0.026223
40	8.411423	0.108759	0.203943	0.984000	0.878725	0.030450	0.033924
41	8.371166	0.126289	0.204248	0.980500	0.868181	0.027254	0.035617
42	8.398375	0.106136	0.204756	0.981000	0.874170	0.033260	0.031356
43	8.391760	0.121277	0.204038	0.975500	0.865844	0.031181	0.033898
44	8.393912	0.081562	0.203221	0.978000	0.868207	0.030134	0.027464
45	8.435203	0.147390	0.205019	0.980000	0.874628	0.031883	0.039947
46	8.407320	0.152577	0.203501	0.982000	0.872621	0.030817	0.045479
47	8.360143	0.069885	0.204150	0.981000	0.874456	0.030517	0.020742
48	8.369689	0.086610	0.201856	0.981000	0.872636	0.031323	0.027090
49	8.395905	0.116451	0.202014	0.978500	0.868980	0.027518	0.033826
