epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	8.874537	0.493696	0.249094	0.957000	0.800186	0.073064	0.090570
1	8.889302	0.459005	0.243739	0.959000	0.820620	0.070457	0.085740
2	8.878909	0.539073	0.242167	0.958000	0.834364	0.067441	0.100375
3	8.873886	0.456078	0.237551	0.961500	0.842600	0.059080	0.087914
4	8.827137	0.532601	0.236185	0.966500	0.843141	0.052676	0.102724
5	8.861534	0.444791	0.236212	0.956000	0.835007	0.059847	0.081744
6	8.847106	0.351925	0.234560	0.961500	0.848998	0.060478	0.073577
7	8.827967	0.441160	0.234652	0.957500	0.843740	0.056994	0.090256
8	8.829602	0.376234	0.235144	0.960000	0.846863	0.060711	0.074218
9	8.839384	0.333934	0.233258	0.958500	0.845429	0.056091	0.068090
10	8.863658	0.411784	0.234367	0.954500	0.839772	0.056634	0.081325
11	8.812515	0.354013	0.233659	0.961000	0.848516	0.057994	0.071673
12	8.806226	0.419111	0.234395	0.956000	0.841957	0.057768	0.088476
13	8.777860	0.340346	0.232115	0.968000	0.838958	0.048135	0.076158
14	8.778009	0.244020	0.231807	0.959000	0.847059	0.058306	0.054008
15	8.804365	0.423577	0.232541	0.964000	0.847012	0.053180	0.085415
16	8.750638	0.259015	0.232982	0.968000	0.856269	0.050834	0.060047
17	8.828660	0.364868	0.231377	0.965000	0.847193	0.052194	0.078130
18	8.816645	0.438013	0.231539	0.949000	0.849904	0.073411	0.090769
19	8.754692	0.287833	0.231597	0.956500	0.840548	0.059076	0.062771
20	8.777305	0.293930	0.231721	0.967500	0.849764	0.049107	0.065222
21	8.772890	0.418301	0.231904	0.961000	0.844899	0.053785	0.086687
22	8.738603	0.382105	0.228516	0.957500	0.846319	0.058440	0.076356
23	8.826546	0.365321	0.230824	0.966500	0.842746	0.044017	0.077936
24	8.748539	0.367750	0.229705	0.965500	0.854014	0.055736	0.079239
25	8.751934	0.312075	0.228407	0.967500	0.846342	0.043620	0.067663
26	8.764955	0.288804	0.227092	0.957500	0.849807	0.057470	0.066892
27	8.758866	0.370743	0.229702	0.957500	0.843629	0.056756	0.075267
28	8.745345	0.184198	0.229927	0.959000	0.839656	0.057665	0.047746
29	8.727910	0.267658	0.228530	0.956000	0.834471	0.045980	0.059337
30	8.768680	0.372232	0.227017	0.971500	0.851835	0.045742	0.080361
31	8.746205	0.306154	0.228203	0.960000	0.846735	0.049221	0.065736
32	8.764680	0.226675	0.227200	0.962000	0.847596	0.046145	0.059157
33	8.735503	0.274575	0.226822	0.964000	0.853783	0.053244	0.062073
34	8.727097	0.200539	0.224857	0.964000	0.853249	0.059438	0.047403
35	8.729988	0.288406	0.226627	0.965000	0.849565	0.047480	0.066139
36	8.723673	0.205210	0.223103	0.960000	0.851234	0.052347	0.056178
37	8.738446	0.387621	0.224845	0.969500	0.854297	0.045470	0.081909
38	8.778104	0.294620	0.222243	0.960500	0.854100	0.054132	0.070281
39	8.739963	0.242716	0.223880	0.959000	0.850683	0.053504	0.055735
40	8.767522	0.292608	0.223478	0.963000	0.847888	0.046322	0.066898
41	8.715449	0.327960	0.221556	0.968500	0.854820	0.042849	0.070911
42	8.721151	0.216338	0.221206	0.961000	0.847074	0.047653	0.053856
43	8.772400	0.283471	0.221028	0.964500	0.844448	0.038086	0.062591
44	8.763543	0.339229	0.222549	0.963000	0.851391	0.047319	0.074257
45	8.722467	0.199937	0.220983	0.958500	0.844509	0.042901	0.050951
46	8.761272	0.166808	0.222853	0.965000	0.848388	0.039934	0.045835
47	8.742270	0.248788	0.220350	0.969500	0.847787	0.037407	0.059915
48	8.718078	0.237672	0.217726	0.962000	0.848107	0.045686	0.057307
49	8.756863	0.140945	0.219308	0.968500	0.855628	0.041778	0.038389
