epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	9.011562	0.563411	0.261937	0.950500	0.798902	0.097926	0.111084
1	8.994148	0.644939	0.256867	0.959000	0.810045	0.085616	0.127481
2	9.009388	0.480891	0.254923	0.963000	0.815069	0.085620	0.094440
3	9.022814	0.491441	0.251455	0.950000	0.817038	0.091461	0.097814
4	9.054805	0.459526	0.250339	0.951500	0.817617	0.081064	0.091707
5	8.990599	0.477146	0.245633	0.956500	0.828686	0.079494	0.094152
6	9.034431	0.426741	0.247772	0.957500	0.828114	0.081489	0.088995
7	9.067345	0.405854	0.246482	0.962000	0.829572	0.071514	0.087579
8	9.064550	0.450526	0.246920	0.952000	0.823870	0.069945	0.091903
9	9.054350	0.343274	0.245454	0.956500	0.822500	0.068873	0.073466
10	9.078954	0.331841	0.245579	0.955000	0.826002	0.069115	0.069740
11	9.078645	0.404737	0.246874	0.956500	0.827219	0.069770	0.085080
12	9.125137	0.467866	0.243891	0.956000	0.824951	0.068228	0.096474
13	9.096782	0.347114	0.242146	0.950500	0.830033	0.076972	0.072906
14	9.067198	0.478004	0.244472	0.952000	0.831673	0.079680	0.097587
15	9.112951	0.396619	0.242650	0.955000	0.833425	0.069319	0.084964
16	9.088572	0.407893	0.243770	0.954000	0.823194	0.064674	0.084710
17	9.092322	0.357569	0.243275	0.965000	0.834725	0.063576	0.074883
18	9.077327	0.420833	0.243379	0.949500	0.833170	0.075503	0.088746
19	9.093418	0.365596	0.242887	0.958000	0.831760	0.066985	0.074591
20	9.071540	0.387066	0.242611	0.953000	0.822335	0.070516	0.079459
21	9.102922	0.343301	0.241366	0.952500	0.831035	0.074456	0.074740
22	9.149081	0.325388	0.240008	0.960500	0.832708	0.060626	0.073718
23	9.129499	0.338327	0.241208	0.960000	0.837153	0.064495	0.072114
24	9.158060	0.335220	0.239919	0.961500	0.835842	0.063253	0.072670
25	9.138163	0.259170	0.239658	0.962500	0.828507	0.065715	0.058582
26	9.141572	0.312150	0.238888	0.960500	0.837201	0.065608	0.068614
27	9.156570	0.331737	0.238339	0.951500	0.827875	0.062654	0.076688
28	9.176847	0.297999	0.238988	0.954500	0.823342	0.060936	0.066375
29	9.189959	0.392235	0.239341	0.962500	0.843124	0.069631	0.083204
30	9.194854	0.451381	0.238217	0.952000	0.829769	0.069196	0.089249
31	9.148699	0.337400	0.238107	0.961000	0.833568	0.053046	0.076668
32	9.194508	0.360643	0.238203	0.951500	0.833822	0.067831	0.075825
33	9.231607	0.349810	0.238742	0.961000	0.829278	0.056418	0.072117
34	9.207289	0.387691	0.237489	0.953500	0.835130	0.062807	0.088148
35	9.215689	0.384859	0.237384	0.951000	0.824607	0.062483	0.083994
36	9.229653	0.206860	0.237615	0.956500	0.834432	0.065339	0.050554
37	9.209778	0.251586	0.239605	0.957000	0.829997	0.062025	0.061604
38	9.230933	0.230015	0.240033	0.956000	0.833637	0.064501	0.056052
39	9.176072	0.392253	0.238698	0.960500	0.831418	0.052516	0.080377
40	9.225051	0.358581	0.239245	0.955000	0.833470	0.059032	0.079367
41	9.237556	0.318541	0.239200	0.957500	0.826932	0.058232	0.073637
42	9.243230	0.329506	0.239630	0.959000	0.834815	0.061863	0.076243
43	9.262684	0.281244	0.241324	0.952500	0.824527	0.062199	0.062755
44	9.223415	0.275550	0.241803	0.958000	0.828903	0.057283	0.068227
45	9.294413	0.389970	0.241378	0.954000	0.826349	0.057483	0.085515
46	9.292667	0.295209	0.242024	0.953500	0.828392	0.068699	0.066024
47	9.261218	0.338490	0.240689	0.944500	0.823301	0.069603	0.077424
48	9.289182	0.382130	0.239298	0.950000	0.822947	0.067322	0.088135
49	9.287715	0.191495	0.241415	0.958500	0.832729	0.062433	0.049381
