epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	8.833584	0.436445	0.257965	0.960000	0.812113	0.088285	0.084162
1	8.861025	0.492809	0.250424	0.963500	0.823789	0.087533	0.096839
2	8.830422	0.538732	0.248838	0.959500	0.822129	0.081547	0.105811
3	8.824814	0.480605	0.247318	0.953500	0.830240	0.087120	0.096330
4	8.805824	0.483415	0.243013	0.956000	0.827731	0.070206	0.101256
5	8.786772	0.432047	0.242243	0.962500	0.835145	0.071299	0.089717
6	8.834805	0.351240	0.241693	0.952000	0.828359	0.072463	0.077868
7	8.751032	0.340461	0.238335	0.959000	0.840272	0.066543	0.075608
8	8.831986	0.318664	0.238104	0.964000	0.837595	0.061538	0.068365
9	8.794712	0.329282	0.236754	0.962000	0.839532	0.064000	0.069981
10	8.827855	0.299474	0.235620	0.964500	0.842996	0.067432	0.068760
11	8.804231	0.250896	0.237115	0.965000	0.843571	0.062096	0.058144
12	8.812078	0.266954	0.234347	0.939000	0.840444	0.083200	0.060282
13	8.813537	0.275279	0.235187	0.965000	0.845305	0.059763	0.059526
14	8.777920	0.320941	0.234523	0.958000	0.846376	0.065084	0.067597
15	8.784892	0.334748	0.233176	0.965000	0.844751	0.056834	0.072515
16	8.758874	0.256890	0.233372	0.965500	0.844889	0.052420	0.056035
17	8.807329	0.265119	0.233549	0.959500	0.850408	0.065675	0.057592
18	8.800879	0.345193	0.231798	0.967000	0.851096	0.053929	0.072017
19	8.780051	0.250055	0.230214	0.964500	0.851354	0.053658	0.055813
20	8.806048	0.255048	0.231491	0.966500	0.848652	0.050314	0.059321
21	8.749243	0.186892	0.229167	0.964500	0.849613	0.060096	0.045929
22	8.813623	0.251073	0.228892	0.970000	0.853621	0.057605	0.059213
23	8.789906	0.288632	0.228115	0.971000	0.856425	0.051283	0.064544
24	8.791492	0.295140	0.229850	0.960500	0.849269	0.059029	0.067588
25	8.785683	0.262273	0.228319	0.966500	0.847236	0.053398	0.060773
26	8.768553	0.235868	0.228362	0.969500	0.848489	0.044359	0.054910
27	8.770749	0.313170	0.227943	0.963000	0.850283	0.060096	0.071079
28	8.800822	0.379005	0.227728	0.965500	0.857744	0.059766	0.080807
29	8.784738	0.218851	0.228759	0.964500	0.845617	0.049314	0.051691
30	8.811152	0.313592	0.228015	0.961000	0.847196	0.049669	0.071156
31	8.767972	0.228190	0.224544	0.965500	0.852107	0.053908	0.056342
32	8.803199	0.259231	0.226453	0.967000	0.852667	0.048433	0.061687
33	8.799871	0.267282	0.225909	0.969500	0.850235	0.041000	0.062480
34	8.792212	0.297422	0.224704	0.958000	0.846931	0.052951	0.070556
35	8.787171	0.218539	0.222498	0.963000	0.853487	0.057734	0.053587
36	8.777394	0.258425	0.223537	0.966000	0.851902	0.050844	0.060929
37	8.778895	0.227343	0.224778	0.961000	0.852012	0.056917	0.057517
38	8.775014	0.178017	0.223669	0.968500	0.844959	0.040962	0.041095
39	8.825667	0.181342	0.223289	0.966500	0.848364	0.041121	0.046405
40	8.773151	0.287711	0.222945	0.968000	0.847052	0.043355	0.071710
41	8.782683	0.175427	0.223078	0.965500	0.843073	0.036196	0.045421
42	8.778900	0.189401	0.222660	0.971500	0.859568	0.043984	0.045112
43	8.773237	0.219227	0.218525	0.966500	0.857516	0.050283	0.052619
44	8.783409	0.151658	0.221045	0.969000	0.847994	0.040446	0.039172
45	8.784683	0.183244	0.219125	0.965000	0.852628	0.044766	0.045470
46	8.752122	0.250221	0.220332	0.968500	0.852092	0.039395	0.065697
47	8.745744	0.204517	0.216695	0.971000	0.858813	0.044752	0.048870
48	8.749449	0.254720	0.218731	0.965000	0.849822	0.045114	0.060329
49	8.725288	0.246156	0.216302	0.969500	0.859442	0.043156	0.056534
