epoch	position	reward
0	0	0.229274
0	1	0.138995
0	2	0.115491
0	3	0.107641
0	4	0.106203
0	5	0.105887
0	6	0.106487
0	7	0.106524
0	8	0.106644
0	9	0.106745
0	10	0.107105
0	11	0.106579
0	12	0.106670
0	13	0.106756
0	14	0.106040
0	15	0.106706
0	16	0.106042
0	17	0.106205
0	18	0.105425
0	19	0.107021
0	0	0.168772
0	1	0.088913
0	2	0.084296
0	3	0.079574
0	4	0.081677
0	5	0.081464
0	6	0.081358
0	7	0.082566
0	8	0.081769
0	9	0.081942
0	10	0.081474
0	11	0.081376
0	12	0.080822
0	13	0.081962
0	14	0.080533
0	15	0.080958
0	16	0.080921
0	17	0.080250
0	18	0.080878
0	19	0.080855
0	0	0.176172
0	1	0.087199
0	2	0.070925
0	3	0.067813
0	4	0.072379
0	5	0.074098
0	6	0.073995
0	7	0.073880
0	8	0.074431
0	9	0.074323
0	10	0.073952
0	11	0.074983
0	12	0.076303
0	13	0.075634
0	14	0.075330
0	15	0.075993
0	16	0.075065
0	17	0.075714
0	18	0.075317
0	19	0.075613
1	0	0.243874
1	1	0.118242
1	2	0.108463
1	3	0.109183
1	4	0.108337
1	5	0.108834
1	6	0.108766
1	7	0.108504
1	8	0.109280
1	9	0.109866
1	10	0.109477
1	11	0.110685
1	12	0.109931
1	13	0.109627
1	14	0.110126
1	15	0.109607
1	16	0.109184
1	17	0.107883
1	18	0.108759
1	19	0.108405
1	0	0.182067
1	1	0.065504
1	2	0.059267
1	3	0.063080
1	4	0.064515
1	5	0.062445
1	6	0.062436
1	7	0.062388
1	8	0.061585
1	9	0.061873
1	10	0.061060
1	11	0.061664
1	12	0.061401
1	13	0.062473
1	14	0.061803
1	15	0.061870
1	16	0.060503
1	17	0.061518
1	18	0.060383
1	19	0.060137
1	0	0.250662
1	1	0.113392
1	2	0.103174
1	3	0.094688
1	4	0.085948
1	5	0.091617
1	6	0.087942
1	7	0.087405
1	8	0.086110
1	9	0.086967
1	10	0.086210
1	11	0.087236
1	12	0.087058
1	13	0.086603
1	14	0.087191
1	15	0.087795
1	16	0.087306
1	17	0.086660
1	18	0.086922
1	19	0.085562
2	0	0.267313
2	1	0.124436
2	2	0.118343
2	3	0.120393
2	4	0.119911
2	5	0.118379
2	6	0.119764
2	7	0.119563
2	8	0.119903
2	9	0.120768
2	10	0.118513
2	11	0.119782
2	12	0.118675
2	13	0.118526
2	14	0.116745
2	15	0.116905
2	16	0.116402
2	17	0.117426
2	18	0.116553
2	19	0.115908
2	0	0.185560
2	1	0.080851
2	2	0.072528
2	3	0.075084
2	4	0.075273
2	5	0.075370
2	6	0.073488
2	7	0.073291
2	8	0.073246
2	9	0.073145
2	10	0.072902
2	11	0.073119
2	12	0.073317
2	13	0.072865
2	14	0.072903
2	15	0.072936
2	16	0.072957
2	17	0.071864
2	18	0.071845
2	19	0.071702
2	0	0.257352
2	1	0.156154
2	2	0.137992
2	3	0.140776
2	4	0.147415
2	5	0.147721
2	6	0.148487
2	7	0.148196
2	8	0.148857
2	9	0.147736
2	10	0.148334
2	11	0.148697
2	12	0.147800
2	13	0.148272
2	14	0.148546
2	15	0.147979
2	16	0.148370
2	17	0.147742
2	18	0.150331
2	19	0.150859
3	0	0.173705
3	1	0.105152
3	2	0.096726
3	3	0.097266
3	4	0.094377
3	5	0.095210
3	6	0.095555
3	7	0.094997
3	8	0.095326
3	9	0.094615
3	10	0.094688
3	11	0.094346
3	12	0.095230
3	13	0.094984
3	14	0.095060
3	15	0.094207
3	16	0.094013
3	17	0.094347
3	18	0.093935
3	19	0.093538
3	0	0.237447
3	1	0.147496
3	2	0.131856
3	3	0.123419
3	4	0.120220
3	5	0.119865
3	6	0.118721
3	7	0.119623
3	8	0.119521
3	9	0.119556
3	10	0.118996
3	11	0.119405
3	12	0.120401
3	13	0.120262
3	14	0.119846
3	15	0.119798
3	16	0.119926
3	17	0.121259
3	18	0.120056
3	19	0.120623
3	0	0.180873
3	1	0.070159
3	2	0.071015
3	3	0.075021
3	4	0.074562
3	5	0.074032
3	6	0.073974
3	7	0.074730
3	8	0.073670
3	9	0.074372
3	10	0.075620
3	11	0.075017
3	12	0.075354
3	13	0.074335
3	14	0.077982
3	15	0.075187
3	16	0.076222
3	17	0.075914
3	18	0.075826
3	19	0.076481
4	0	0.179730
4	1	0.113956
4	2	0.094137
4	3	0.089803
4	4	0.088783
4	5	0.089138
4	6	0.087724
4	7	0.087581
4	8	0.088263
4	9	0.087844
4	10	0.089074
