epoch	nll	pg_loss	d_loss	d_accuracy	real_prob	fake_prob	avg_reward
0	8.962702	0.407648	0.257466	0.952000	0.776463	0.087076	0.087822
1	9.021273	0.396739	0.254661	0.965500	0.782978	0.072965	0.090222
2	9.015186	0.332315	0.252547	0.961000	0.785008	0.064647	0.072208
3	8.976375	0.361570	0.248261	0.955500	0.785976	0.070026	0.078817
4	8.970457	0.423193	0.249084	0.960500	0.789497	0.058152	0.089269
5	8.981187	0.241666	0.247169	0.957500	0.792222	0.062301	0.054945
6	8.992089	0.297108	0.246078	0.953500	0.795403	0.073136	0.068132
7	9.002231	0.371445	0.246163	0.961000	0.799161	0.060161	0.078981
8	9.002824	0.373444	0.246397	0.953000	0.798417	0.062846	0.080767
9	8.996618	0.295430	0.246776	0.958500	0.809410	0.070206	0.068458
10	9.002923	0.391936	0.244197	0.958500	0.806805	0.057189	0.084104
11	9.019087	0.266350	0.246079	0.951500	0.810183	0.073067	0.065182
12	9.058782	0.283108	0.246232	0.953000	0.817414	0.077817	0.062033
13	9.067004	0.307002	0.246062	0.954000	0.811978	0.067212	0.070823
14	9.026466	0.274469	0.245317	0.966000	0.820916	0.053345	0.065962
15	9.022544	0.370137	0.241822	0.958000	0.819570	0.064712	0.077745
16	9.050820	0.300915	0.244141	0.944000	0.815273	0.077355	0.069061
17	9.029350	0.253615	0.242495	0.949000	0.817910	0.069930	0.060593
18	9.062843	0.352613	0.245055	0.956500	0.822797	0.064764	0.083516
19	9.031122	0.300801	0.245168	0.962000	0.824325	0.061372	0.068801
20	9.034055	0.306439	0.245484	0.955500	0.819364	0.060876	0.072081
21	9.074472	0.325647	0.244942	0.956500	0.822661	0.066957	0.074012
22	9.049662	0.286029	0.246323	0.949000	0.823499	0.076871	0.066175
23	9.043198	0.336864	0.244386	0.950000	0.828700	0.075395	0.076048
24	8.989207	0.288293	0.246069	0.951500	0.823573	0.071505	0.064827
25	9.042799	0.371798	0.248003	0.957000	0.823969	0.074197	0.082962
26	9.033040	0.203376	0.247565	0.955500	0.824833	0.064656	0.053337
27	9.001939	0.362537	0.249127	0.953500	0.818328	0.063742	0.082651
28	9.028466	0.509518	0.251204	0.945000	0.814718	0.073177	0.115892
29	9.056722	0.338666	0.249061	0.954000	0.825488	0.071011	0.076022
30	9.051449	0.269270	0.248967	0.950000	0.821886	0.069021	0.065702
31	9.065856	0.356257	0.252704	0.953500	0.829183	0.075596	0.082460
32	9.054476	0.504046	0.250251	0.951000	0.820497	0.071227	0.112116
33	9.045295	0.287853	0.250066	0.946000	0.824008	0.077951	0.069266
34	9.091209	0.323342	0.252680	0.954500	0.825792	0.068976	0.071691
35	9.035063	0.207549	0.253410	0.959000	0.828670	0.062734	0.052161
36	9.020012	0.453232	0.252923	0.960500	0.821741	0.055905	0.100579
37	9.029947	0.384721	0.256107	0.961500	0.834000	0.068562	0.084155
38	9.028934	0.289156	0.255450	0.948000	0.820385	0.082098	0.074006
39	9.008150	0.403028	0.255820	0.946500	0.818991	0.077795	0.092941
40	9.053217	0.350833	0.258147	0.951000	0.821815	0.077897	0.082188
41	9.046991	0.364930	0.258918	0.946500	0.826054	0.081328	0.084531
42	9.063266	0.451527	0.259722	0.946000	0.822123	0.076747	0.100352
43	9.086317	0.376076	0.257741	0.940000	0.816362	0.086812	0.087316
44	9.073585	0.235271	0.260177	0.944500	0.820810	0.085249	0.060490
45	9.049390	0.332544	0.258852	0.945000	0.828123	0.089326	0.078464
46	9.073076	0.533613	0.259948	0.947500	0.818213	0.076829	0.117899
47	9.086981	0.321027	0.262359	0.945000	0.820028	0.077804	0.080245
48	9.043036	0.389793	0.263488	0.950000	0.825603	0.080550	0.093824
49	9.096128	0.399365	0.260997	0.948500	0.821049	0.079943	0.091317
